id,token,frequency
1448,b' ru',309
1449,b'mo',456
1450,b'red',3815
1451,b'ace',892
1452,b'ente',315
1453,b'ial',2971
1454,b'-s',320
1455,b'low',939
1456,b' new',8253
1457,b' poi',266
1458,b'.a',319
1459,b' repl',246
1460,b' Bet',238
1461,b' Ros',226
1462,b' tre',255
1463,b' Sheek',7
1464,b' inte',129
1465,"b'""S'",230
1466,b' edi',121
1467,b'tor',1966
1468,b' Chi',294
1469,b'cag',83
1470,b' Jou',94
1471,b' bac',288
1472,b' wri',65
1473,b'ting',3835
1474,b'wo',336
1475,b' Then',345
1476,b'ard',3843
1477,b' note',418
1478,b' spa',311
1479,"b'""A'",494
1480,b' Ev',285
1481,b'rnal',290
1482,b' Fl',257
1483,b' New',10328
1484,b' sen',86
1485,b' Dai',312
1486,b' Ar',312
1487,b' Sheekm',4
1488,b' colum',10
1489,b' Chic',287
1490,b'ago',409
1491,"b'""I'",1166
1492,b' witho',27
1493,b' Ti',230
1494,b' Mar',313
1495,b'\xe2\x80',313
1496,b' pla',286
1497,b' men',2875
1498,b' met',980
1499,b' when',8981
1500,b' cam',92
1501,b' their',16774
1502,b'iew',488
1503,b'oth',317
1504,b'ouc',78
1505,b'rp',223
1506,b' fil',209
1507,b' cal',277
1508,b' Br',280
1509,b' Sheekma',4
1510,b' Mr',721
1511,b' Marx',251
1512,b' come',1074
1513,b'dia',473
1514,b'ath',657
1515,b'rne',265
1516,b'oa',320
1517,b' Au',306
1518,b'gu',343
1519,b' mus',151
1520,b' Ani',228
1521,b'mal',435
1522,b'ack',1340
1523,b' Chica',30
1524,b' column',353
1525,b' Gro',317
1526,b' comed',84
1527,b' worl',8
1528,b'ves',1659
1529,b' yea',61
1530,b'cke',268
1531,b'uch',326
1532,b' Bo',300
1533,b' they',10864
1534,b' Lo',249
1535,b' Sheekman',19
1536,b' boo',313
1537,b' Bed',320
1538,b' bor',169
1539,b' name',5452
1540,b'tho',285
1541,b' wro',250
1542,b'Ea',256
1543,b' move',1092
1544,b' work',4579
1545,b' Bu',278
1546,"b'""D'",262
1547,b'thur',24
1548,b' Hor',252
1549,b' Grou',274
1550,b'(an',313
1551,b' mak',48
1552,b' movi',65
1553,b' car',1197
1554,b' colla',168
1555,b'bo',434
1556,b' writ',120
1557,b' nex',27
1558,b' Perr',300
1559,b' up',7177
1560,b'(K',321
1561,b' Mil',246
1562,b'gs',2184
1563,b' Para',319
1564,b' scr',219
1565,b' Shi',313
1566,b'rle',316
1567,b' Ca',298
1568,b'nto',211
1569,b' Ra',247
1570,b'nch',348
1571,b'wa',751
1572,b' contr',44
1573,b' add',339
1574,b' dia',233
1575,b' Sou',282
1576,b' Rom',260
1577,b' They',3951
1578,b'yw',154
1579,b'hee',265
1580,b' clo',232
1581,b' fri',319
1582,b' two',13202
1583,b' fl',102
1584,b' hu',210
1585,b' Sc',308
1586,b' Gu',321
1587,b' Whe',321
1588,b' ask',274
1589,b'ters',1316
1590,b' Si',295
1591,b'hu',297
1592,b' do',2355
1593,b' Grouc',12
1594,b' Le',638
1595,b'tte',580
1596,b'\x931',2
1597,b' Gl',240
1598,b' Stu',320
1599,b' vi',231
1600,b' year',5898
1601,b' Sheekmans',2
1602,b' hop',293
1603,b'-a',321
1604,b' play',2527
1605,b' Str',290
1606,b'eet',293
1607,b' wrot',34
1608,b' afte',7
1609,b' Fra',285
1610,b'nk',661
1611,b' dem',271
1612,b' Bro',318
1613,b' Hol',207
1614,b'lyw',56
1615,b' Mad',302
1616,b' Cam',303
1617,b' Cal',300
1618,b' Scr',317
1619,b' cha',301
1620,b'adi',256
1621,b' Mus',296
1622,b'St',411
1623,b' Art',893
1624,b'sb',281
1625,b' Stua',231
1626,b'Sh',200
1627,b'The',25050
1628,b' unc',288
1629,b' Man',1034
1630,b'az',321
1631,b'ers\n',787
1632,b'eenw',18
1633,b'Ca',293
1634,b' Sta',288
1635,b' It',12504
1636,b'xi',279
1637,b'tel',313
1638,b'lev',211
1639,b'ela',330
1640,b'kr',256
1641,b' Oh',242
1642,b'nsu',235
1643,b' 7',7299
1644,"b',8'",641
1645,b'tie',274
1646,b' lar',178
1647,b'ges',1188
1648,b' Can',370
1649,b'des',989
1650,b' Car',318
1651,b'rol',321
1652,"b',5'",1059
1653,b'dd',290
1654,b'anc',260
1655,b'hes',1334
1656,b'ishi',249
1657,b'fa',327
1658,b'tus',452
1659,b'ring',1788
1660,b' cen',20
1661,b'tur',307
1662,b'uf',216
1663,b' many',6155
1664,b'line',499
1665,b' cit',253
1666,b'co',923
1667,b'my',859
1668,b'tai',268
1669,b'ling',1956
1670,b'nton',327
1671,b' nota',241
1672,b'bal',298
1673,b'ame',532
1674,b'.S',3921
1675,b'ide',2219
1676,b'inl',147
1677,b'du',315
1678,b' por',318
1679,b'ited',933
1680,b' hom',153
1681,b' Mc',300
1682,b' Mem',105
1683,b' Wil',256
1684,b'eu',319
1685,b'ora',436
1686,b' pres',300
1687,b' Natio',22
1688,b' hon',61
1689,b'ien',325
1690,b'rb',301
1691,b'iss',300
1692,b' anc',210
1693,b'hor',320
1694,b' area',5388
1695,b' hist',26
1696,b'oric',126
1697,b' bee',320
1698,b'sc',279
1699,b'ndr',255
1700,b'eds',245
1701,b'wnt',17
1702,b'own',2062
1703,b' into',11040
1704,b' dev',56
1705,b'elo',245
1706,b'pm',213
1707,b' allo',236
1708,b' cons',139
1709,b' bev',72
1710,"b'""d'",273
1711,b' ref',76
1712,b'hm',201
1713,b'rsu',28
1714,b'ant',2448
1715,b' law',1943
1716,b'(S',713
1717,b'lla',571
1718,b'nco',238
1719,b' Cant',262
1720,b'ord',1918
1721,b' Nov',279
1722,b'za',563
1723,b'lls',323
1724,b'oria',228
1725,b' Cap',312
1726,"b""'D""",156
1727,b'onn',266
1728,b'ell',1469
1729,b' Ir',303
1730,b'rine',548
1731,b'ny',1479
1732,b'zh',312
1733,b' goo',69
1734,b'tim',117
1735,b'lec',133
1736,b' inf',144
1737,b' mea',131
1738,b'tri',311
1739,b' des',586
1740,b'ign',536
1741,b'ated',4484
1742,b' sea',880
1743,b' Coun',125
1744,b' div',169
1745,b'Ki',304
1746,b'nl',286
1747,b' firs',9
1748,b'act',332
1749,b'iced',91
1750,b'uti',232
1751,b' Star',1146
1752,b'-p',217
1753,b'orc',167
1754,b' camp',559
1755,b'aig',117
1756,b' Canto',49
1757,b' now',3479
1758,b'iden',186
1759,b' McK',308
1760,b'icat',67
1761,b'eb',261
1762,b'-w',298
1763,b'gen',896
1764,b' del',567
1765,b'ote',502
1766,b' ann',204
1767,b' Ohi',7
1768,b'cia',333
1769,b'ven',502
1770,b' Ni',280
1771,b' At',2534
1772,b'-t',286
1773,b'ndi',358
1774,b'ider',321
1775,b' spe',92
1776,b'ied',1477
1777,b' Wa',296
1778,b'yi',295
1779,b' have',15079
1780,b' alw',98
1781,b'ays',933
1782,b'our',770
1783,b'oti',176
1784,b'ught',311
1785,b' yo',154
1786,b'elv',97
1787,b' comm',26
1788,b' worki',25
1789,b'ices',218
1790,b' decl',71
1791,b' war',2434
1792,b'.\xe2',308
1793,b' Deb',318
1794,b'nth',295
1795,b' Ame',318
1796,b' Fir',183
1797,b' Wo',320
1798,b'rld',131
1799,b' Presi',34
1800,b'row',351
1801,b' Es',301
1802,b' Ac',285
1803,b' mad',149
1804,b'rf',321
1805,b' thin',250
1806,b' Ser',235
1807,b'lita',187
1808,b'ft',1073
1809,b'On',3581
1810,b' Jun',317
1811,b' 3',17689
1812,b'lf',1019
1813,b' atte',106
1814,b' cau',248
1815,b'ina',725
1816,b'oy',487
1817,b'usa',210
1818,b' mil',283
1819,b' forc',255
1820,b' Uni',320
1821,b' Stat',187
1822,b'\x80\x9d',870
1823,b'istr',124
1824,b' Cour',268
1825,b' Nor',313
1826,b'ten',595
1827,b'ced',939
1828,b'tit',205
1829,b' conv',83
1830,b' Debs',10
1831,b' Ap',312
1832,b'aine',307
1833,b'ease',289
1834,b'ute',726
1835,b' deci',110
1836,b'sio',103
1837,b'icti',106
1838,b' sha',314
1839,b' tim',275
1840,b' low',1501
1841,b'ech',270
1842,b' ul',153
1843,b'atel',161
1844,b' Soc',311
1845,b'orm',422
1846,b'erio',212
1847,b' ef',19
1848,b'fec',298
1849,b'ust',659
1850,b' ora',276
1851,b' die',404
1852,b' hear',176
1853,b' Oc',243
1854,b' mar',257
1855,b'ker',1260
1856,b'nec',209
1857,b'stor',310
1858,b'iet',332
1859,b'illa',388
1860,b' Park',2380
1861,b'ther',1722
1862,b' plac',192
1863,b'Ma',315
1864,b' comp',34
1865,b'-H',298
1866,b'pan',726
1867,b' dur',264
1868,b' havi',33
1869,b' prev',287
1870,b'iou',132
1871,b'sl',268
1872,b'iste',269
1873,b' sep',122
1874,b'ara',590
1875,b' Due',389
1876,b' Cas',296
1877,b' Ham',271
1878,b'pd',30
1879,b'wne',305
1880,b' Wat',286
1881,b' Comp',280
1882,b'any',298
1883,b'rch',475
1884,b' Sp',301
1885,b'ssa',320
1886,b'port',394
1887,b' Thes',104
1888,b'anie',276
1889,b' manu',288
1890,b'ctu',225
1891,b' Canton',237
1892,b'kl',131
1893,b' became',6809
1894,b'plo',247
1895,"b',3'",866
1896,b' resi',139
1897,b' pop',686
1898,b' Tha',255
1899,b' thes',127
1900,b' wat',163
1901,b' compa',311
1902,b' cea',234
1903,b' city',5031
1904,b'hin',327
1905,b'ery',1377
1906,b' Amt',32
1907,b'org',317
1908,b'rad',320
1909,b'pora',143
1910,b' Sov',82
1911,b'ssi',321
1912,b'cie',186
1913,b' US',2589
1914,b'ick',918
1915,b'orie',213
1916,b'vere',47
1917,b' incl',133
1918,b'-f',212
1919,b' tow',149
1920,b'oli',294
1921,b'oda',277
1922,b'tru',271
1923,b'cti',133
1924,b' Int',315
1925,b'erst',199
1926,b'mk',35
1927,b' Compa',216
1928,b' nea',27
1929,b' years',8848
1930,b' Hen',268
1931,b' bea',220
1932,b'ller',496
1933,b'tom',278
1934,b' bega',17
1935,b'cat',286
1936,b'itt',328
1937,b' Tim',356
1938,b'str',284
1939,b' Bra',290
1940,b'ken',466
1941,b'rings',37
1942,b' prod',55
1943,b'eel',202
1944,b'rte',350
1945,b' compan',17
1946,b' head',1828
1947,b'uar',319
1948,b'tere',158
1949,b'cks',441
1950,b'wns',76
1951,b'urb',284
1952,b' emp',298
1953,"b',0'",5451
1954,b'ox',555
1955,b'uct',189
1956,b'tb',130
1957,b'llo',486
1958,b'of',314
1959,b'otb',121
1960,b'lp',314
1961,b' sho',208
1962,b'wr',285
1963,b'lld',10
1964,b' Hal',282
1965,b' ow',318
1966,b' Dec',266
1967,b'ley',1983
1968,b' loc',182
1969,b' NF',141
1970,b'ici',306
1971,b'als',1829
1972,b' Foo',265
1973,b'ally',2452
1974,b' prop',316
1975,b'osed',346
1976,b'inc',314
1977,b' hal',298
1978,b' fame',277
1979,b' don',362
1980,b' sid',82
1981,b' proj',49
1982,b'ise',1607
1983,b'mos',279
1984,b' help',1361
1985,b' forma',121
1986,b' ope',15
1987,b' Ini',313
1988,b' Fa',322
1989,b' exp',263
1990,b'ans',1763
1991,b' consi',28
1992,b' bui',9
1993,b'veri',190
1994,b' found',3819
1995,b' Pro',443
1996,b' offi',10
1997,b'opo',294
1998,b'len',422
1999,b'dere',208
2000,b'hip',1591
2001,b' nor',435
2002,b' Tow',224
2003,b'nsh',131
2004,b'ations',2235
2005,b' appr',297
2006,b'emb',266
2007,b' ext',256
2008,b'cc',235
2009,b' has',18098
2010,b' tot',53
2011,b' lan',288
2012,b'Cl',246
2013,b'nen',311
2014,b'ima',327
2015,b'yp',267
2016,b'mid',208
2017,b'mm',530
2018,b' Jan',373
2019,b' va',212
2020,b'mpe',264
2021,b' tem',23
2022,b'atu',308
2023,b' bel',162
2024,b'fal',167
2025,b' sn',255
2026,b'-C',319
2027,b' Ai',314
2028,b'nsi',282
2029,b' har',320
2030,b'nter',841
2031,b' wea',51
2032,b' ten',1012
2033,b'eti',311
2034,b'erag',173
2035,b' Jul',186
2036,b' Sum',290
2037,b' exc',199
2038,b' sum',331
2039,b' ave',33
2040,b' us',503
2041,b'ual',1115
2042,b' Ak',303
2043,b'ron',918
2044,b' set',3495
2045,b' sy',245
2046,b' lay',337
2047,b' forms',958
2048,b'ran',431
2049,b'(N',321
2050,b' NE',110
2051,b'usc',105
2052,b'(d',1212
2053,b'ket',742
2054,b' Av',249
2055,b'enu',161
2056,b' shi',242
2057,b' Cl',243
2058,b' mer',288
2059,b'rthe',272
2060,b' suf',29
2061,b' str',32
2062,b'(e',528
2063,b' Tu',289
2064,b'call',99
2065,b' withi',8
2066,b' eas',288
2067,b' wes',8
2068,b' bas',164
2069,b'eli',318
2070,b' named',3938
2071,b'nue',221
2072,b'rh',238
2073,b'ood',2150
2074,b'rest',112
2075,b' Hei',315
2076,b'yst',250
2077,b'iel',324
2078,b'bb',288
2079,b' Har',315
2080,b' Mark',1030
2081,b'erno',208
2082,b'idg',175
2083,b' Pl',285
2084,b'rid',332
2085,b'orb',96
2086,b' West',2847
2087,b'ook',607
2088,b' Di',315
2089,b'dent',721
2090,b'igh',247
2091,b'tec',304
2092,b'nif',215
2093,b'ican',638
2094,b' His',3327
2095,b' nei',287
2096,b'ghb',131
2097,b'erv',48
2098,b' arc',329
2099,b'hit',265
2100,b'-d',163
2101,b'viv',81
2102,b' sty',20
2103,b'ldi',148
2104,b'ngs',2416
2105,b' ear',246
2106,b'eni',316
2107,b' ori',308
2108,b'gin',301
2109,b'eets',29
2110,b'uce',256
2111,b' seve',30
2112,b'ral',2443
2113,b'uis',323
2114,b'ects',404
2115,b'esto',271
2116,b' Her',998
2117,b'ico',338
2118,b'emo',238
2119,b'gra',233
2120,b'phi',288
2121,b'cs',1700
2122,b'Can',273
2123,b'ipa',280
2124,b' Canton\xe2',3
2125,b'rop',316
2126,b'vers',290
2127,"b',4'",783
2128,b'su',329
2129,b' cens',216
2130,b'us\n',320
2131,b'ats',342
2132,b'La',269
2133,b'teg',70
2134,b' Thi',314
2135,b' Lat',272
2136,b'ino',507
2137,b' cat',297
2138,b' ass',53
2139,b'arat',228
2140,b' can',8180
2141,b' any',4045
2142,b' rac',146
2143,b'As',1817
2144,b'opl',226
2145,"b',7'",653
2146,b' hou',36
2147,b'seh',29
2148,b'old',731
2149,b' fami',223
2150,b'din',368
2151,b'ulat',187
2152,b' Ther',178
2153,b'its',866
2154,b'rag',249
2155,b' den',320
2156,b'rican',320
2157,b'.5',3076
2158,b'.3',2606
2159,b' peo',10
2160,b'ple',1001
2161,b'Ther',77
2162,b'ldr',188
2163,b' liv',22
2164,b' hus',91
2165,b'ban',344
2166,b'.7',2144
2167,b' prese',106
2168,b' non',2607
2169,b' alo',101
2170,b' siz',79
2171,b' med',145
2172,b' gen',297
2173,b'hou',262
2174,"b',9'",527
2175,b' sq',57
2176,b' hous',90
2177,b'sity',313
2178,b' make',2382
2179,b' Amer',37
2180,b' Asi',113
2181,b'cif',280
2182,b'lan',458
2183,b' othe',7
2184,b' race',1357
2185,b'lds',246
2186,b'olde',202
2187,b'lie',303
2188,b'olds',62
2189,b' indi',263
2190,b'vid',264
2191,b'\xa0y',11
2192,b' aver',76
2193,b'age',2819
2194,b' dist',249
2195,b'rib',191
2196,b' unde',227
2197,b'\xc2\xa0',316
2198,b' For',2768
2199,b' male',2282
2200,b' ove',72
2201,b'.9',1905
2202,b'$2',983
2203,b' fema',32
2204,b' cap',325
2205,b' incom',258
2206,b'$1',1269
2207,b' popu',15
2208,b'vert',161
2209,b' ec',312
2210,b'ono',292
2211,b' prim',181
2212,b' indu',104
2213,b' heal',228
2214,b'ura',366
2215,b' seg',203
2216,b'fac',310
2217,b'rate',982
2218,b'udi',309
2219,b' rol',57
2220,b'ler',1439
2221,b'lde',313
2222,b' Bri',266
2223,b' vo',310
2224,b' ban',321
2225,b' Med',252
2226,b'(b',1180
2227,b'(p',281
2228,b'(s',312
2229,b'ods',228
2230,b' Po',302
2231,b'nced',528
2232,b'emp',189
2233,b'ym',256
2234,b' rat',257
2235,b' sec',176
2236,b'ular',704
2237,b'pit',258
2238,b'cy',2036
2239,b'loy',197
2240,b'hel',305
2241,b' areas',1881
2242,b' manuf',74
2243,b' stat',57
2244,b' Ste',302
2245,b'erl',252
2246,b' Rep',304
2247,b'ubl',228
2248,b' eme',102
2249,b'rati',126
2250,b' Hoo',311
2251,b'ade',846
2252,b' regi',94
2253,b'che',585
2254,b' sel',118
2255,b'-b',285
2256,b' Sept',91
2257,b' due',3304
2258,b'fie',130
2259,b'sons',261
2260,b' Timk',7
2261,b'enS',6
2262,b'tee',273
2263,b' formi',319
2264,b' ur',182
2265,b'reh',93
2266,b' Compan',201
2267,b' relo',218
2268,b' Jac',145
2269,b'ains',190
2270,b' resp',125
2271,b' this',13632
2272,b'ngi',304
2273,b' tran',59
2274,b' ret',168
2275,b' serv',260
2276,b'inn',287
2277,b' lik',27
2278,b' los',106
2279,b' dow',50
2280,b'ail',432
2281,b' bus',582
2282,b'ines',1134
2283,b' Bel',258
2284,b' Vi',306
2285,b' How',337
2286,b' saw',1300
2287,b'ntow',80
2288,b' bri',190
2289,b' rest',1006
2290,b' art',1407
2291,b' cent',274
2292,b'araw',6
2293,b' Hig',233
2294,b'hw',251
2295,b' Mas',273
2296,b' home',3592
2297,b' Cen',210
2298,b'tre',372
2299,b'let',523
2300,b' comme',58
2301,b' Whi',321
2302,b' conn',84
2303,b'ecti',115
2304,b' sim',77
2305,b' aven',97
2306,b'eve',339
2307,b' sm',142
2308,b' Stre',237
2309,b' NW',61
2310,b' Rou',320
2311,b'ersi',266
2312,b' heav',97
2313,b'sf',228
2314,b' mul',102
2315,b'illi',306
2316,b'oll',298
2317,b'lem',297
2318,b'estm',45
2319,b' red',869
2320,b'lop',231
2321,b'tori',320
2322,b' One',2313
2323,b' Ot',300
2324,b' ren',110
2325,b'ewa',274
2326,b' plan',862
2327,b'rw',291
2328,b'uare',45
2329,b'raw',166
2330,b'tro',302
2331,b' ini',36
2332,b' citi',241
2333,b' crea',222
2334,b'zi',380
2335,b' consu',189
2336,b'mpt',318
2337,b'cip',153
2338,b'Ac',195
2339,b'ens',1119
2340,b'cial',756
2341,b' top',2061
2342,b':\n',6326
2343,b'ultu',236
2344,b're\n',459
2345,b' bro',256
2346,b'ased',471
2347,b' commu',15
2348,b'nit',212
2349,b' enc',289
2350,b' prom',118
2351,b'eum',208
2352,b' spec',290
2353,b'icall',49
2354,b'ram',363
2355,b'hoo',308
2356,b' stu',316
2357,b' fin',168
2358,b' sch',200
2359,b'ola',433
2360,b'rsh',99
2361,b'ips',512
2362,b'uca',148
2363,b' outr',211
2364,b' prog',123
2365,b'ool',494
2366,b' beh',133
2367,b'av',316
2368,b'ior',567
2369,b'stri',221
2370,b' sit',271
2371,b'ida',333
2372,b' bra',203
2373,b'Fo',270
2374,b' Foot',210
2375,b' Ass',227
2376,b'oci',268
2377,b' fore',317
2378,b'shi',333
2379,b' tea',265
2380,b' sk',111
2381,b' Fam',103
2382,b'inem',30
2383,b'sti',303
2384,b' inclu',228
2385,b' bal',195
2386,b' fes',18
2387,b' Sun',580
2388,b'day',702
2389,b'nin',320
2390,b' ens',315
2391,b'hr',270
2392,b' Hall',2037
2393,b'cte',60
2394,b'ms',2373
2395,b'rese',133
2396,b' Tom',713
2397,b' Ben',471
2398,b' Stad',174
2399,b'iu',179
2400,b' wel',315
2401,b'ege',322
2402,b' high',3941
2403,b' foo',76
2404,b'tba',104
2405,b'alr',136
2406,b'sil',281
2407,b'lon',362
2408,b' Was',270
2409,b'gt',174
2410,b' rega',250
2411,b'rde',196
2412,b' scho',8
2413,b' Ohio',667
2414,b' hos',63
2415,b' Ameri',66
2416,b' Ci',288
2417,b'vic',275
2418,b' Op',296
2419,b'erati',317
2420,b' sus',192
2421,b'pen',325
2422,b' Cont',199
2423,b'inen',196
2424,b'tal',1544
2425,b'ball',650
2426,b' Lea',309
2427,b'gue',632
2428,b' hub',183
2429,b' Ge',290
2430,b' Pi',298
2431,b'urg',896
2432,b'dy',1811
2433,b' compe',320
2434,b' held',2973
2435,b' Reg',301
2436,b' Ph',306
2437,b'ysi',224
2438,b'mpi',229
2439,b'onsh',115
2440,b'rge',270
2441,b' seas',120
2442,b'his',412
2443,b'-y',163
2444,b'cer',802
2445,b' playe',13
2446,b' win',1683
2447,b'ena',321
2448,b' sin',328
2449,b' been',12978
2450,b' prof',147
2451,b' oc',242
2452,b' num',28
2453,b' min',253
2454,b'ier',1458
2455,b'fil',321
2456,b' leag',80
2457,b' Thu',275
2458,b'rma',296
2459,b'nso',143
2460,b' Tw',134
2461,b' inde',298
2462,b' Cro',273
2463,b'dil',157
2464,b'yo',316
2465,b' bot',304
2466,b' ina',316
2467,b'lv',163
2468,b'lue',82
2469,b' Dr',885
2470,b'ps',1719
2471,b'las',476
2472,b'erna',122
2473,b' Fou',131
2474,b' Tr',164
2475,b' show',2970
2476,b'ernm',238
2477,b'Cant',27
2478,b' may',5290
2479,b'cil',237
2480,b' larg',16
2481,b' char',216
2482,b' counc',67
2483,b'ided',92
2484,b' amon',30
2485,b' seat',880
2486,b' presi',33
2487,b'\xe2\x80\x93',329
2488,b' ele',199
2489,b' foll',49
2490,b'owi',243
2491,b' repr',273
2492,b' Sch',224
2493,b' ei',151
2494,b'menta',250
2495,b'ols',355
2496,b' mid',1218
2497,b' alt',118
2498,b'tive',2891
2499,b' Loc',168
2500,b' ano',233
2501,b'rla',245
2502,b' Dis',310
2503,b' Lad',213
2504,b' Cat',289
2505,b' Mic',189
2506,b'cha',310
2507,b'tra',324
2508,b'itag',70
2509,b' schoo',47
2510,b' priv',250
2511,b' loca',9
2512,b' outs',297
2513,b' Count',322
2514,b' Scho',270
2515,b' Wit',268
2516,b'ntes',82
2517,b' teac',35
2518,b' Mari',293
2519,b'ury',791
2520,b' Univ',49
2521,b'urc',277
2522,b' Wal',319
2523,b' State',3355
2524,b'leg',195
2525,b' Als',177
2526,b'ex',696
2527,b'dents',188
2528,b' prin',29
2529,b' onl',129
2530,b' news',908
2531,b' tel',90
2532,b'evi',320
2533,b' ful',221
2534,b'owe',317
2535,b' WD',72
2536,b' WR',78
2537,b'/C',293
2538,b' WT',70
2539,b'-LD',28
2540,b'/W',100
2541,b'ulc',54
2542,b'ast',1182
2543,b' WI',179
2544,b'(I',317
2545,b'denti',160
2546,b'fy',345
2547,b'-po',294
2548,b' chan',128
2549,b'nel',382
2550,b' TV',1449
2551,b'ewe',139
2552,b' Cit',198
2553,b' Cle',212
2554,b' mark',370
2555,b' WK',40
2556,b' WH',136
2557,b'BC',197
2558,b'-F',256
2559,b' AC',321
2560,b'sic',320
2561,b'(R',336
2562,b'ock',785
2563,b'(G',312
2564,b'Tr',194
2565,b'Canto',24
2566,b'ecte',37
2567,b'stem',122
2568,b'ett',726
2569,b'tw',318
2570,b' Eas',124
2571,b' sout',10
2572,b' nort',14
2573,b'hea',300
2574,b'eria',389
2575,b' roa',198
2576,b' Che',282
2577,b' Mah',312
2578,b' Roa',187
2579,b' Lin',302
2580,b'col',303
2581,b' Ave',215
2582,b' Ol',316
2583,b'rak',153
2584,b' pas',34
2585,b'ger',1229
2586,b' trai',141
2587,b' Lim',248
2588,b' stati',239
2589,b'entl',99
2590,b' All',2165
2591,b'ianc',107
2592,b' Lak',211
2593,b' rai',101
2594,b'lr',261
2595,b' prov',155
2596,b' servi',40
2597,b'Sta',259
2598,b'TA',283
2599,b' count',336
2600,b'rpo',211
2601,b' repo',77
2602,b' fea',104
2603,b'sib',292
2604,b' down',2431
2605,b'ansi',83
2606,b' fut',49
2607,b' sam',119
2608,b' rele',310
2609,b' line',3298
2610,b'tow',231
2611,b' traf',88
2612,b'fic',552
2613,b' wou',140
2614,b' near',2653
2615,b' Mal',296
2616,b' rou',169
2617,b' publi',22
2618,b' mee',54
2619,b'Si',315
2620,b' \xe2\x80',218
2621,b' Sa',312
2622,b' Coa',203
2623,b'ence',2223
2624,b' link',378
2625,b'Ci',286
2626,b' Ohio\n',151
2627,b'pul',290
2628,b' esta',127
2629,b'she',282
2630,b'unt',301
2631,b' Va',316
2632,b' spel',218
2633,b'-P',253
2634,b' Pas',285
2635,b'hto',106
2636,b' Pan',441
2637,b' lit',279
